,Full_Text,Label
76,"https://t.co/n528RNUBwj NEW SITE
Sign up get 10$
DAILY 3%-7% Interest
Minimum Withdrawal $10
 https://t.co/zqneR1MU0z #SocialRebel #trend",0.0
77,'Dishonest' rogue landlord slapped with £280k fine for converting shops into flats without permission - MyLondon https://t.co/AybA9SmAfN,0.0
78,Teramasu Look Book | Classic Fall Fashion 2022 https://t.co/4PE3sZZfDS,0.0
79,"Ksenia Sobchak, Russian TV star linked to Putin, fled using Israeli passport https://t.co/iohyAbGXtt",0.0
80,Gene Frenette: Georgia's 10-year investment in Kirby Smart for $112.5 million is money well spent https://t.co/1OqshtSbxc via @Yahoo,0.0
81,Pure water to be sold at 60p effective October 31 https://t.co/gMU7pFqdfj,0.0
82,"#AWS #Cloud News: Introducing the Amazon OpenSearch Service delivery program (
https://t.co/9jT94eSDJ5) Amazon Web… https://t.co/Nu3C3wXRcI",0.0
83,Yuga Labs to talk about NFTs and Bored Apes at TC Sessions on November 17 in Miami. https://t.co/r9bHIhpvvM,0.0
84,"Amazon quietly gave $400,000 to conservative nonprofit that opposed new antitrust legislation https://t.co/t3g8DR7rn6 via CNBC #news #CNBC",0.0
85,Write for love. Not for money. The pleasure is in the process and…if you want to make your book a bestseller https://t.co/CQWWDNPln3,0.0
86,Shopify shares pop 16% on smaller-than-expected loss https://t.co/Mq82jNVXTZ via CNBC #news #CNBC,0.0
87,JCPS lands largest single donation in district history in huge gift from MacKenzie Scott https://t.co/Y8Vwlnndm5 via @courierjournal,0.0
88,"World close to ‘irreversible’ climate breakdown, studies warn https://t.co/AQbN1l0iju via @NiaFallsReview",0.0
89,Voters and Election Officials Face an Uptick in Threats and Intimidation - VICE#Arizonians fascists are insane liars https://t.co/ZUgecaBSN9,0.0
90,Love paranormal TV shows? Want to know what REALLY happens on location? https://t.co/tVvfHdFvEW https://t.co/nl867KXqqO,0.0
91,#CRJ-900 Non Type Rated First Officers @XflyAero Estonia #aircraft https://t.co/BzhQA4gtHp https://t.co/zdIMNLcnkI,0.0
92,"Interested in a job in #ApacheJunction, AZ? This could be a great fit: https://t.co/bjSNLHWLMD #Speech",0.0
93,"Join the UT Dallas team! See our latest job opening here: https://t.co/5oR8WMb2dL #GeneralScience #Richardson, TX",0.0
94,"Good piece from @WillBlakely3 at @1819News re: The Crimson-White getting a little conservative competition. 
 https://t.co/YTT3EN1kqw",0.0
95,"Our #priyankit𓃵 

👇👇👇👇👇👇👇👇👇
https://t.co/nCIUHiACR5

Retweet if You Love Them ❤
🥺🥺❤❤

#PriyankaChaharChoudhury
#priyankit𓃵",0.0
96,"@elonmusk

This report talks about Everything I have been talking about.

https://t.co/LKKLRvYxGF",0.0
97,"Thousands of heating pads recalled over reports of burns and shocks
https://t.co/wjg9d8BePp",0.0
98,"HUGE NEWS! 

We love #figma  ❤️

https://t.co/5uUCUpGElq",0.0
99,"“Brit rescued by fishermen in the Channel after kayak capsized”
 https://t.co/JWJcTz84X2",0.0
100,"❤️ BiBi Love Someone Leopard Print Tee on sale for $33.00
Shop now before we sell out! 👉 https://t.co/WdFPdxNq7d https://t.co/ZxJUnDa9B8",0.0
101,"Richland County deputies are looking for a man last seen leaving Fort Jackson on October 12.
https://t.co/crHZLTxCgC",0.0
102,"#PabloMari WTF?. 
Such a senseless attack. Hope everyone survives. 

https://t.co/mcs5nL8qkg",0.0
103,"Putin blames West for 'most dangerous' decade since World War II

https://t.co/9IMSty9Xg6",0.0
104,"B.C. won’t bid on 2030 Winter Olympics
https://t.co/XkWT6MOT7Y",0.0
105,The harrowing ‘systemic abuse’ at children’s hospitals revealed https://t.co/oYREVQ9ayV,0.0
106,"Redfin Reports Pending Home Sales Fall 35%, Largest Drop In at Least Seven Years

https://t.co/JV4jrYHm16 https://t.co/Nrjlcutxzo",0.0
107,"Towards the next generation of XNU memory safety: kalloc_type https://t.co/vQZvU61FJN 
3",0.0
108,"https://t.co/JYEVMfRINj
Pablo Mari: Arsenal star among six stabbed in Milan shopping centre

What the actual fuck??… https://t.co/m1YCtiHXpo",0.0
109,"▶️Whitesnake◀️
➖Love Ain't No 
Stranger➖

 (Official Music Video)"" on YouTube https://t.co/Kj0WlQMmJx https://t.co/NgfhFujHLq",0.0
110,"Kanye West wears Confederate flag jacket, says 'it's my flag' | Fox News

Never 4Get….Cuz I won’t…..👀👀💪🏾 https://t.co/h7v8KwnVhy",0.0
111,"Love right now on the last push to infinite!

@MARVELSNAP #marvelsnap

👇👇👇
https://t.co/IN6hxYfv0c https://t.co/FGgPk5iQYS",0.0
112,"Steve Lacy to Make ‘Saturday Night Live’ Debut as Musical Guest https://t.co/OI7nHrjmwG

Hit Radio Charlie:… https://t.co/L9TVOTSDFY",0.0
113,"THE CALLISTO PROTOCOL's Japanese Release Has Been Canceled Over Violence

https://t.co/9bjifX1Bn3 https://t.co/fVmElSzFxO",0.0
114,"A man was arrested as a part of a larger investigation into a ring of muscle car thefts across three states
https://t.co/dILUDgZUOj",0.0
115,"🎃 @SeanBarna's ""Everyone's a Queen on Halloween"" featured in @NPR's Halloween mix! Listen here: 
https://t.co/R486zdZgS4",0.0
116,"More than 100 people in need of assistance arrive unannounced at Massachusetts hotel
https://t.co/AMz2dJJjbk",0.0
117,"Find my most downloaded article on Tick treatment practices here. 
https://t.co/gnNX6dsGXV

The knowledge I generat… https://t.co/AtQnEw4eLI",0.0
118,"📰 The Worst Way to Fix Inflation (Podcast) 

Powered by https://t.co/PtyRcaV0eT

https://t.co/pJatrQd3B6",0.0
119,"Our latest video is up! Learn how to make a #CaptainHook jacket from #onceuponatime. Pt.2 coming next week!
https://t.co/5aESCraGWq",0.0
120,"Great to see another venue opening up in the town centre! 🍻🏉⚽️
https://t.co/GX9oJ7itXt",0.0
121,"https://t.co/EXSnLD8FTg

After three periods of playing catch up, the Dickinson State University Blue Hawks came up… https://t.co/fZqHsioQgy",0.0
122,"Welp Candle Mayhem did a thing!!!!!!
Check us out since we're almost popular
https://t.co/4PIHYt441r
#candlemayhem… https://t.co/VK3Uz56flx",0.0
123,Why are US cannabis growers losing profits - BBC News - YouTube https://t.co/KCk5BtJ7Qp #cannabis,0.0
124,US Wants to Find a Country to Lead Haiti Military Intervention By Early November https://t.co/g9P3u0ewnG,0.0
125,Missouri Amendment 3: What you need to know | https://t.co/HYYvdvmlfG https://t.co/UCR94pMF3p #cannabis,0.0
126,Current temperatures at this hour. StormTrack 5 Forecast on News 5 and https://t.co/A8bJXbUkC8. https://t.co/pVSofmQADK,0.0
127,"Anti Slip Universal Emergency Snow Chains For SUV Car.

𝗚𝗲𝘁 𝗬𝗼𝘂𝗿𝘀 𝗧𝗼𝗱𝗮𝘆! https://t.co/hzoyeYXh0P

✅ Tag someone who… https://t.co/FJnPHsNtU5",0.0
128,"@mikepompeo Mike Pompeo did not disclose connection to company owned by Chinese government
https://t.co/He5erAiRgz",0.0
129,"Prince Harry's book already selling for half price at Waterstones - months before release

https://t.co/mWq8r57lrg",0.0
130,"It's time make those moves, start Leveling up your success is near! #life #happiness #followyourdreams #business https://t.co/hQPI2MHQs9",0.0
131,"@TheDailyShow Dreadful scenes.....
https://t.co/7vr0taBvvv",0.0
132,"A new poster for #GlassOnion is here!
https://t.co/ADFl1bI3Rc https://t.co/wQhi14aSLy",0.0
133,'Unreasonable' order lifting Alberta school mask mandate made by politicians not Hinshaw: judge #news #health https://t.co/4tsqQiWkVU,0.0
134,"#NUFC evening headlines
https://t.co/5jBkmrFmHn",0.0
135,"@dobgy5 @Outkick No need. Trump had the documents moved directly into his estate. Made it easy for them. 
https://t.co/H4P9uLSTMr",0.0
136,"7 / Sign up to rysk alpha if you haven't already and make sure to join our discord! 
https://t.co/cvZmjFGaTJ

~ Jib",0.0
137,"Pretty good night last night... Ended up 3 units on the night.
All picks are now FREE! https://t.co/MWv8WA3DyZ 📈

W… https://t.co/OM9xS2Xzi3",0.0
138,"it's up! i'll make a graphic in a bit!
link &gt; https://t.co/ONFNldkSJN",0.0
139,"#UPYoddhas vs #PatnaPirates LIVE: Pardeep Narwal guides UP back into contest

#ProKabbadi #ProKabaddiLeague 

https://t.co/fOrK0SkOi5",0.0
140,"@somuchaudacity https://t.co/aOK5kYPcsb 
Francis team is also talking about wanting to make it a fight in 2023 but… https://t.co/VHwVrZzNVI",0.0
141,Can Ben Simmons Live Up To Expectations? https://t.co/pp8ECZDl6t,0.0
142,@Jim_Jordan Grievances. https://t.co/iUlPeUyamO,0.0
143,"Pep Hamilton discussed how the @houstontexans will try to make up for the loss of WR Nico Collins.

@PCreighton1 
https://t.co/LCyWP1m0MC",0.0
144,"#FunFactFriday - ""Women make up 30 percent of today's farmers"" https://t.co/ton8pBF7mg

#FarmLifeBestLife… https://t.co/oniDgP9Oce",0.0
145,"Best duo set 🥰💕 @missnellaworld

Shop here ➡️ https://t.co/C09xfSnQZ2

#missnellaworld #missnella #toyreview #play… https://t.co/XzdwQQnnpv",0.0
146,"@NOtoGMOs Scientific American https://t.co/yKhBK9Tx1F
""The death rate among unvaccinated people is still far higher… https://t.co/VrZloyejeh",0.0
147,"Christmas is right around the corner!

Make sure you sign up for our sale info!!

https://t.co/LdoJfvtor1

🚨 repost… https://t.co/9YOGD6vCMm",0.0
148,"I grew up on this movie.

https://t.co/NR3NCJ7pHJ

That's not a world for me.",0.0
149,"Wilson Secret Sale: Shop up to 50% Off Sports Equipment and Apparel

read on https://t.co/yqbYGiB8LB… https://t.co/CFotgFRAOM",0.0
150,Thanks for following https://t.co/3O7D6JTbB9 make sure to keep up with us on YouTube &amp; Instagram #LCSNY,0.0
151,"Hey all,  Episode ""How to make widgets version 0.5"" is now up  https://t.co/urkL8sQG09

I was planning to make a wi… https://t.co/cyLTlnRpF4",0.0
152,"Ready to make your conversations work better for you?

Sign up now for free:
https://t.co/mLOkSIpDcS

Learn more:… https://t.co/5Jw4cBmnf3",0.0
153,Fall as many times as you need just make sure you get up one more time. https://t.co/VOahQrDMgi #flowrider #progression #practice,0.0
154,"Im live with a bunch of Dragon Lance today to make up for yesterday!
https://t.co/HeXzxSA2Ny",0.0
155,"Jen's smile, what more?
Paulina, my comfort character. I'll never be fed up of this amazing movie😍 https://t.co/Uu6yXbESad",0.0
156,"Ignore the JV part. Chickasha picked up a good win last nigh and picked up momentum heading to next week. #okpreps 

https://t.co/p483orM1ro",0.0
157,@JudiciaryGOP Seriously. https://t.co/iUlPeUyamO,0.0
158,"Use the Sportsbooks' NFL Season Win Totals Numbers Against Them  https://t.co/J0KguRH7fj 

💰 Free $60 Account sign… https://t.co/ZvfHCeNixM",0.0
159,Breaking news:  https://t.co/z5n9d1H1pM #BTC #Crypto #Binance #Altcoins #ADA #Sand #Doge #Luna #Coinbase #dogecoin… https://t.co/xAUjfBtIkP,0.0
160,"https://t.co/MQkB1N4vFF via @theblaze 

makes no sense, Kari Lake is so far ahead of Hobbs, there would be no reaso… https://t.co/TaRiLT65M4",0.0
161,"Red and black abstract circle design

% 20 Discount promo code = DISCOUNT20

https://t.co/x6UroO1s8a
.
#shop… https://t.co/9YstgdIwkD",0.0
162,"https://t.co/scOiK7HbNi  
  RETURN TO TEXT Boom in home testing In the UK there are now dozens of companies like Ni… https://t.co/9lVfb9DRN8",0.0
163,"Wisconsin Absentee Report: Dane/Milwaukee make up 31.1% of total votes.
https://t.co/83brn7jIup",0.0
164,"How to create a new YouTube channel in 5 simple steps
Our Service link- https://t.co/y5dqC1cF22
 1: Create a Google… https://t.co/aN9Vv0pKU1",0.0
165,"Good Night friends 🌃 
https://t.co/YhGBifgERW",0.0
166,"Arsenal defender Pablo Mari has been taken to hospital after being stabbed in Milan

https://t.co/bnYE9dWEsa",0.0
167,"https://t.co/9vMBZ1pFWt  
  Oh, when executives or someone in leadership demanded more thorough testing, IT managem… https://t.co/TnAqkZc5Ie",0.0
168,"We are hiring at 📍Play-Action Plaza. 

Apply today🎡⤵️
https://t.co/gJJSN0C9so https://t.co/5pmlLVZqSQ",0.0
169,"Biden Zeroes in on Economic Message as Campaign Winds Down
https://t.co/OYwwVCw7h7",0.0
170,ArtistOnGo is hiring for a position of Product Designer in United States https://t.co/JN4usmVf3b #design #designer … https://t.co/I0GAuVg64n,0.0
171,Power Home Remodeling: Director of User Experience https://t.co/1KhSiD9uwd #design #designer #freebies #jobs #designjobs,0.0
172,Staff Product Design (WOW UX) https://t.co/R2x2v5Qx9D #design #designer #freebies #jobs #designjobs,0.0
173,"https://t.co/f6VPWqcI6m 
Data Science from Scratch: First Principles with Python

#programming #businessmathematics… https://t.co/FlDFn3MgOU",0.0
174,Smarking (YC W15) Is Hiring Senior ML Eng to Scale Data Platform and Infra https://t.co/LeM7ggZAc2 #design… https://t.co/apjeL4L2sY,0.0
175,"Apple says, ‘NFTs? Yes, fees’ https://t.co/JfwVILodSL",0.0
176,Doctor uses science to explain why you should avoid fluoride https://t.co/BZ4ARKUKoQ via @YouTube #fluoridation,0.0
177,Physical ‘copies’ of the new Call of Duty are just empty discs https://t.co/UaT18yRhvN,0.0
178,"""World faces most dangerous decade since WW2 - Putin""

Uh huh... and whose fault is that?
https://t.co/0KFW4em6Z5",0.0
179,"Wen @zksync  Token &amp; Airdrop Distribution?
Official News
#zkSync 

Watch Full Video Here
https://t.co/wE7sVRR8DD https://t.co/0EDFwIQYRW",0.0
180,"The team sheet says a back-four for Sheriff, but they have started with a back five #mufc #UEL 
https://t.co/y10UgVS0LZ",0.0
181,"Leah Ware’s phone off network when shut in shipping container, murder trial told https://t.co/Has7NVYjeB",0.0
182,"If you're looking for work in #WestCovina, CA, check out this job: https://t.co/HSoFuqYR46 #ServiceIndustry",0.0
183,Vegas Woman Who Said She’s Too ‘Pretty’ to Be Arrested Is Arrested for Killing Her Mom https://t.co/xSGXR2nLs4,0.0
184,California cannabis companies under fire for THC inflation https://t.co/GM5wu6jvWs,0.0
185,"Another staged event! Same as Jan 6th. You almost cant make this up!

https://t.co/90t9XxJboM",0.0
186,Rihanna could belt about your ex who dumped you over a $5 Biggie Bag at Wendy’s and make it sound effortless https://t.co/b9Jao9oaMR,0.0
187,"ICYMI: ""You make life worth living,"" Tira said to his wife Gugu. https://t.co/vHrHAvigxV",0.0
188,"@Jim_Jordan Jim Jordan's America.

https://t.co/iUlPeUyamO",0.0
189,@Jim_Jordan Jim Jordan tears. https://t.co/iUlPeUyamO,0.0
190,"Frank Warren: “Conor Benn Gave Up License For One Reason And One Reason Only”

🔞 @Betfred Jake Paul Boost: https://t.co/hLUbhyRMEq",0.0
191,"Where ag fits into Sask.’s throne speech:

https://t.co/RUAeNiAuLd

#WestCdnAg #SaskAg https://t.co/xjUmyafhcr",0.0
192,"Byju’s Raises $250 Million From Backers to Aid Restructuring

https://t.co/7qXU2yYTcq",0.0
193,"Google AdWords freelancer - give your account some love!
https://t.co/2Jn2evr3NP",0.0
194,"Your vote: What is the future of recreational marijuana legalization in Minnesota? https://t.co/OeqJUThiUj 

#news… https://t.co/XNLlIOSxEy",0.0
195,"Gucci to Uncouple Coed Shows, Return to Milan Men’s Fashion Week
https://t.co/zB42E0KlDj",0.0
196,"Meadows ordered to testify in Georgia election probe
https://t.co/WFMg13KPGh",0.0
197,"Sweet treat: NICU babies celebrate ‘Storybook Halloween’ 

Toooooo cute!

https://t.co/GLnNLVkDoZ",0.0
198,"BREAKING The numbers for tonight's National Lottery Set for Life jackpot have been revealed

https://t.co/HMYddSmzHy",0.0
199,"can't say i am surprised

https://t.co/QDrXLH6lqv",0.0
200,"Scholar, teacher, lawyer…. Few inspire me as much as @JKal 

https://t.co/xutsfghXzc",0.0
201,"Connecticut U.S. House seat targeted by national Republicans - Washington Times
https://t.co/S38GT942CY https://t.co/QppszmR48d",0.0
202,"NFT vending machine to make digital art more accessible at London event - Cointelegraph https://t.co/ZqGfDf4cvc
#nft #NFTCommunity #nftnews",0.0
203,"As I recall it's the Police terrorizing the Wet'suwet'en people, not the other way around.

https://t.co/n9ttpCjn4N",0.0
204,"NFT vending machine to debut in London - Kiosk Marketplace https://t.co/HKTkWC6Xbj
#nft #NFTCommunity #nftnews",0.0
205,"2 NEW NFT Projects To Watch | Sorare Update | NFT Market Update, News - YouTube https://t.co/ZQR2XpSsBV
#nft #NFTCommunity #nftnews",0.0
206,"VIDEO: Former President Donald Trump plays pro-am at LIV Golf Miami
https://t.co/Z95Gqe9bJf #trumpcrimefamily #donaldtrump #trump",0.0
207,"@lolamachine Howdy! My name is AM and I love doing colorful fun portraits and funny stuff!

https://t.co/Ujh9yvR5rC https://t.co/61wQeCNOZS",0.0
208,"“Devil’s Thirst” 
by @Orioto
https://t.co/YiAssR9e2Z

#MikaelAguirre #HorizonZeroDawn #Horizon https://t.co/RhwcZ5hDgq",0.0
209,"⠀
https://t.co/Us6EC7sQsV  also  i’m  eager  to  write  him  going  back  in  time  to  warn  himself  abt  sumn  s… https://t.co/VndraKDZrG",0.0
210,"DoJ Leaves Google Off the Hook For Deleting $BTC-e Data
https://t.co/Sgid9d4nxt",0.0
211,"Pike Twp. man pleads guilty to killing motorcycle passenger in 2021 crash
https://t.co/qy5QS2diZ7",0.0
212,"https://t.co/scOiK7HbNi  
  An NHS Digital spokesperson says that services offered through third party apps or webs… https://t.co/A02dvKOpaY",0.0
213,"Just dropped the new podcast, please go give a follow and a listen! love u guys 

https://t.co/5HDTl1UeyQ",0.0
214,"Shakhtar Donetsk 'confirm' Man City interest in winger worth more than €100m Man Utd signing
https://t.co/Iozw21Jkwb",0.0
215,"Jetting off ✈️    

https://t.co/jpDytM6HtG https://t.co/BArDiF53qX",0.0
